prev_skeleton_name,prev_skeleton_id,cur__skeleton_name,cur_skeleton_id,iou,keypoints_dist,ap_score_prev,ap_score_cur,prev_keypoints_from,cur_keypoints_to
B-DUOlHKKVU_005_0005.jpg,0,B-DUOlHKKVU_005_0010.jpg,1,0.7166898250579834,1649.513417456171,3.105260372161865,3.1299052238464355,"[1071.4732666015625, 310.3681335449219, 0.9519491195678711, 1079.596435546875, 302.2449035644531, 0.9594375491142273, 1055.226806640625, 294.1216735839844, 0.9507040977478027, 1087.7197265625, 318.4913635253906, 0.900861918926239, 1022.73388671875, 294.1216735839844, 0.9585437178611755, 1095.8428955078125, 399.7236633300781, 0.9088189601898193, 965.8712158203125, 399.7236633300781, 0.9271935820579529, 1201.4449462890625, 432.2165832519531, 0.890252411365509, 844.0228271484375, 415.9701232910156, 0.862317681312561, 1298.9237060546875, 464.7095031738281, 0.8837493658065796, 762.79052734375, 472.8327331542969, 0.9204607605934143, 1071.4732666015625, 610.9276123046875, 0.8881662487983704, 973.9945068359375, 602.804443359375, 0.8646150827407837, 1112.08935546875, 765.26904296875, 0.9503873586654663, 884.638916015625, 749.0225830078125, 0.9083274006843567, 1071.4732666015625, 927.733642578125, 0.9147487878799438, 770.9136962890625, 887.117431640625, 0.8169835805892944]","[1000.7456665039062, 246.88790893554688, 0.9290465712547302, 1019.254638671875, 237.63340759277344, 0.9687209129333496, 991.4911499023438, 228.37890625, 0.9588642120361328, 1019.254638671875, 256.14239501953125, 0.9114871621131897, 954.47314453125, 228.37890625, 0.9529017210006714, 1019.254638671875, 330.1783447265625, 0.9331865906715393, 889.6917114257812, 320.9238586425781, 0.9007666707038879, 1130.30859375, 348.6873474121094, 0.9167710542678833, 778.6377563476562, 330.1783447265625, 0.9080885052680969, 1241.362548828125, 339.432861328125, 0.9394785761833191, 658.329345703125, 348.6873474121094, 0.9185960292816162, 1010.0001220703125, 533.7772216796875, 0.8170309662818909, 917.4552001953125, 543.03173828125, 0.8648438453674316, 1084.0361328125, 709.6126098632812, 0.9751813411712646, 880.4371948242188, 737.3760986328125, 0.9276031851768494, 1176.5810546875, 857.6845703125, 0.8689072132110596, 843.4192504882812, 903.95703125, 0.8920671343803406]"
B-DUOlHKKVU_005_0005.jpg,0,B-DUOlHKKVU_005_0015.jpg,2,0.6733112335205078,2067.84495787838,3.105260372161865,3.127081632614136,"[1071.4732666015625, 310.3681335449219, 0.9519491195678711, 1079.596435546875, 302.2449035644531, 0.9594375491142273, 1055.226806640625, 294.1216735839844, 0.9507040977478027, 1087.7197265625, 318.4913635253906, 0.900861918926239, 1022.73388671875, 294.1216735839844, 0.9585437178611755, 1095.8428955078125, 399.7236633300781, 0.9088189601898193, 965.8712158203125, 399.7236633300781, 0.9271935820579529, 1201.4449462890625, 432.2165832519531, 0.890252411365509, 844.0228271484375, 415.9701232910156, 0.862317681312561, 1298.9237060546875, 464.7095031738281, 0.8837493658065796, 762.79052734375, 472.8327331542969, 0.9204607605934143, 1071.4732666015625, 610.9276123046875, 0.8881662487983704, 973.9945068359375, 602.804443359375, 0.8646150827407837, 1112.08935546875, 765.26904296875, 0.9503873586654663, 884.638916015625, 749.0225830078125, 0.9083274006843567, 1071.4732666015625, 927.733642578125, 0.9147487878799438, 770.9136962890625, 887.117431640625, 0.8169835805892944]","[969.2877197265625, 252.94680786132812, 0.9539809226989746, 979.650146484375, 242.58441162109375, 0.9645150899887085, 948.5629272460938, 232.2220001220703, 0.9402667284011841, 990.0125122070312, 263.3092041015625, 0.9337589144706726, 917.4757080078125, 232.2220001220703, 0.9405970573425293, 979.650146484375, 346.2084045410156, 0.9321074485778809, 855.3013305664062, 325.4836120605469, 0.9189809560775757, 1093.6365966796875, 366.9332275390625, 0.9282914996147156, 730.9525146484375, 325.4836120605469, 0.9129214286804199, 1197.260498046875, 346.2084045410156, 0.9133883118629456, 616.9661254882812, 315.1212158203125, 0.9514507055282593, 958.9253540039062, 563.81884765625, 0.8921571373939514, 865.6636962890625, 574.1812133789062, 0.8841634392738342, 1062.54931640625, 719.2548217773438, 0.9406892657279968, 876.026123046875, 750.342041015625, 0.9355243444442749, 1176.5357666015625, 833.2412719726562, 0.8493914604187012, 886.3885498046875, 926.5028686523438, 0.9336768388748169]"
B-DUOlHKKVU_005_0010.jpg,1,B-DUOlHKKVU_005_0020.jpg,3,0.8119937181472778,1106.3500588861766,3.1299052238464355,3.1182937622070312,"[1000.7456665039062, 246.88790893554688, 0.9290465712547302, 1019.254638671875, 237.63340759277344, 0.9687209129333496, 991.4911499023438, 228.37890625, 0.9588642120361328, 1019.254638671875, 256.14239501953125, 0.9114871621131897, 954.47314453125, 228.37890625, 0.9529017210006714, 1019.254638671875, 330.1783447265625, 0.9331865906715393, 889.6917114257812, 320.9238586425781, 0.9007666707038879, 1130.30859375, 348.6873474121094, 0.9167710542678833, 778.6377563476562, 330.1783447265625, 0.9080885052680969, 1241.362548828125, 339.432861328125, 0.9394785761833191, 658.329345703125, 348.6873474121094, 0.9185960292816162, 1010.0001220703125, 533.7772216796875, 0.8170309662818909, 917.4552001953125, 543.03173828125, 0.8648438453674316, 1084.0361328125, 709.6126098632812, 0.9751813411712646, 880.4371948242188, 737.3760986328125, 0.9276031851768494, 1176.5810546875, 857.6845703125, 0.8689072132110596, 843.4192504882812, 903.95703125, 0.8920671343803406]","[969.3180541992188, 279.6496276855469, 0.9447566866874695, 978.9451293945312, 270.02252197265625, 0.925543487071991, 959.6909790039062, 260.39544677734375, 0.9625021815299988, 978.9451293945312, 289.2767028808594, 0.8685349225997925, 911.5554809570312, 260.39544677734375, 0.9577603936195374, 969.3180541992188, 375.9205627441406, 0.9703767895698547, 844.1658325195312, 347.0392761230469, 0.925336480140686, 1084.8431396484375, 414.4289245605469, 0.9280518293380737, 728.6407470703125, 347.0392761230469, 0.9054961800575256, 1200.3682861328125, 404.80181884765625, 0.9040491580963135, 622.7427368164062, 327.78509521484375, 0.9190242886543274, 940.436767578125, 587.7166137695312, 0.8813343048095703, 863.4200439453125, 587.7166137695312, 0.8653555512428284, 998.1993408203125, 741.7500610351562, 0.9223575592041016, 882.6742553710938, 761.0042724609375, 0.9702104330062866, 1046.3348388671875, 915.0377197265625, 0.9695387482643127, 911.5554809570312, 924.6648559570312, 0.9688710570335388]"
B-DUOlHKKVU_005_0015.jpg,2,B-DUOlHKKVU_005_0025.jpg,4,0.8331250548362732,1151.2216001375582,3.127081632614136,3.129671096801758,"[969.2877197265625, 252.94680786132812, 0.9539809226989746, 979.650146484375, 242.58441162109375, 0.9645150899887085, 948.5629272460938, 232.2220001220703, 0.9402667284011841, 990.0125122070312, 263.3092041015625, 0.9337589144706726, 917.4757080078125, 232.2220001220703, 0.9405970573425293, 979.650146484375, 346.2084045410156, 0.9321074485778809, 855.3013305664062, 325.4836120605469, 0.9189809560775757, 1093.6365966796875, 366.9332275390625, 0.9282914996147156, 730.9525146484375, 325.4836120605469, 0.9129214286804199, 1197.260498046875, 346.2084045410156, 0.9133883118629456, 616.9661254882812, 315.1212158203125, 0.9514507055282593, 958.9253540039062, 563.81884765625, 0.8921571373939514, 865.6636962890625, 574.1812133789062, 0.8841634392738342, 1062.54931640625, 719.2548217773438, 0.9406892657279968, 876.026123046875, 750.342041015625, 0.9355243444442749, 1176.5357666015625, 833.2412719726562, 0.8493914604187012, 886.3885498046875, 926.5028686523438, 0.9336768388748169]","[1001.092041015625, 295.9389343261719, 0.9477236270904541, 1010.368896484375, 286.66204833984375, 0.9484686255455017, 982.5382690429688, 277.38519287109375, 0.9273730516433716, 1010.368896484375, 305.2157897949219, 0.8135976195335388, 936.1539306640625, 277.38519287109375, 0.9511721730232239, 991.8151245117188, 397.9844665527344, 0.9770443439483643, 871.2158813476562, 370.15386962890625, 0.925868809223175, 1084.5838623046875, 462.92254638671875, 0.9390479922294617, 750.6165771484375, 360.87701416015625, 0.9209249019622803, 1205.18310546875, 472.19940185546875, 0.909050703048706, 639.294189453125, 342.3232727050781, 0.9346350431442261, 954.7077026367188, 602.0755615234375, 0.8615474700927734, 871.2158813476562, 602.0755615234375, 0.8378865122795105, 982.5382690429688, 759.7822875976562, 0.9564326405525208, 889.7695922851562, 769.0591430664062, 0.9361721277236938, 926.8770751953125, 917.4890747070312, 0.8509393334388733, 936.1539306640625, 926.7659301757812, 0.8990000486373901]"
B-DUOlHKKVU_005_0020.jpg,3,B-DUOlHKKVU_005_0030.jpg,5,0.8674711585044861,1184.1458500515428,3.1182937622070312,3.0843093395233154,"[969.3180541992188, 279.6496276855469, 0.9447566866874695, 978.9451293945312, 270.02252197265625, 0.925543487071991, 959.6909790039062, 260.39544677734375, 0.9625021815299988, 978.9451293945312, 289.2767028808594, 0.8685349225997925, 911.5554809570312, 260.39544677734375, 0.9577603936195374, 969.3180541992188, 375.9205627441406, 0.9703767895698547, 844.1658325195312, 347.0392761230469, 0.925336480140686, 1084.8431396484375, 414.4289245605469, 0.9280518293380737, 728.6407470703125, 347.0392761230469, 0.9054961800575256, 1200.3682861328125, 404.80181884765625, 0.9040491580963135, 622.7427368164062, 327.78509521484375, 0.9190242886543274, 940.436767578125, 587.7166137695312, 0.8813343048095703, 863.4200439453125, 587.7166137695312, 0.8653555512428284, 998.1993408203125, 741.7500610351562, 0.9223575592041016, 882.6742553710938, 761.0042724609375, 0.9702104330062866, 1046.3348388671875, 915.0377197265625, 0.9695387482643127, 911.5554809570312, 924.6648559570312, 0.9688710570335388]","[1027.609375, 323.9923095703125, 0.9153735041618347, 1036.2440185546875, 306.7230529785156, 0.9249359965324402, 1018.9747924804688, 306.7230529785156, 0.9294429421424866, 1036.2440185546875, 323.9923095703125, 0.813165545463562, 975.8016357421875, 306.7230529785156, 0.9513335824012756, 1010.3401489257812, 418.9732666015625, 0.9330330491065979, 898.0899658203125, 384.4347229003906, 0.924112856388092, 1088.0517578125, 505.3195495605469, 0.93296879529953, 777.205078125, 384.4347229003906, 0.913647472858429, 1174.3980712890625, 539.8580932617188, 0.920325756072998, 673.5895385742188, 367.16546630859375, 0.9332537055015564, 975.8016357421875, 626.2044067382812, 0.8461567163467407, 889.455322265625, 617.5697631835938, 0.8215190172195435, 1001.7055053710938, 781.6277465820312, 0.9420167803764343, 889.455322265625, 790.2623901367188, 0.9551243185997009, 923.9938354492188, 928.4164428710938, 0.7851942181587219, 967.1669921875, 911.147216796875, 0.7190757989883423]"
B-DUOlHKKVU_005_0025.jpg,4,B-DUOlHKKVU_005_0035.jpg,6,0.7745316624641418,865.0105502791299,3.129671096801758,3.0944604873657227,"[1001.092041015625, 295.9389343261719, 0.9477236270904541, 1010.368896484375, 286.66204833984375, 0.9484686255455017, 982.5382690429688, 277.38519287109375, 0.9273730516433716, 1010.368896484375, 305.2157897949219, 0.8135976195335388, 936.1539306640625, 277.38519287109375, 0.9511721730232239, 991.8151245117188, 397.9844665527344, 0.9770443439483643, 871.2158813476562, 370.15386962890625, 0.925868809223175, 1084.5838623046875, 462.92254638671875, 0.9390479922294617, 750.6165771484375, 360.87701416015625, 0.9209249019622803, 1205.18310546875, 472.19940185546875, 0.909050703048706, 639.294189453125, 342.3232727050781, 0.9346350431442261, 954.7077026367188, 602.0755615234375, 0.8615474700927734, 871.2158813476562, 602.0755615234375, 0.8378865122795105, 982.5382690429688, 759.7822875976562, 0.9564326405525208, 889.7695922851562, 769.0591430664062, 0.9361721277236938, 926.8770751953125, 917.4890747070312, 0.8509393334388733, 936.1539306640625, 926.7659301757812, 0.8990000486373901]","[1048.3887939453125, 310.2667541503906, 0.9215550422668457, 1055.7037353515625, 302.9517822265625, 0.9384791851043701, 1041.0738525390625, 295.6368103027344, 0.941890299320221, 1055.7037353515625, 317.58172607421875, 0.7993673086166382, 989.8690795898438, 295.6368103027344, 0.9292518496513367, 1033.7587890625, 412.6762390136719, 0.8731554746627808, 924.0343627929688, 383.4163818359375, 0.913579523563385, 1084.963623046875, 478.51092529296875, 0.8362067341804504, 806.9949340820312, 390.7313537597656, 0.9027925133705139, 1121.5384521484375, 522.4006958007812, 0.8766862750053406, 697.2705078125, 383.4163818359375, 0.9762877821922302, 1004.4989624023438, 610.1802978515625, 0.8065056204795837, 924.0343627929688, 602.8652954101562, 0.8132966160774231, 1019.12890625, 785.7394409179688, 0.8674836158752441, 916.7194213867188, 778.4244384765625, 0.9015766978263855, 938.664306640625, 939.3536987304688, 0.8258717656135559, 989.8690795898438, 932.0386962890625, 0.7678797841072083]"
B-DUOlHKKVU_005_0030.jpg,5,B-DUOlHKKVU_005_0040.jpg,7,0.7095233798027039,911.030728235927,3.0843093395233154,3.080729961395264,"[1027.609375, 323.9923095703125, 0.9153735041618347, 1036.2440185546875, 306.7230529785156, 0.9249359965324402, 1018.9747924804688, 306.7230529785156, 0.9294429421424866, 1036.2440185546875, 323.9923095703125, 0.813165545463562, 975.8016357421875, 306.7230529785156, 0.9513335824012756, 1010.3401489257812, 418.9732666015625, 0.9330330491065979, 898.0899658203125, 384.4347229003906, 0.924112856388092, 1088.0517578125, 505.3195495605469, 0.93296879529953, 777.205078125, 384.4347229003906, 0.913647472858429, 1174.3980712890625, 539.8580932617188, 0.920325756072998, 673.5895385742188, 367.16546630859375, 0.9332537055015564, 975.8016357421875, 626.2044067382812, 0.8461567163467407, 889.455322265625, 617.5697631835938, 0.8215190172195435, 1001.7055053710938, 781.6277465820312, 0.9420167803764343, 889.455322265625, 790.2623901367188, 0.9551243185997009, 923.9938354492188, 928.4164428710938, 0.7851942181587219, 967.1669921875, 911.147216796875, 0.7190757989883423]","[1064.489501953125, 280.8235778808594, 0.9334168434143066, 1071.9835205078125, 265.83551025390625, 0.9281203746795654, 1049.50146484375, 258.34149169921875, 0.9132516384124756, 1071.9835205078125, 288.3175964355469, 0.7253471612930298, 1004.537353515625, 265.83551025390625, 0.9569458961486816, 1049.50146484375, 385.7398986816406, 0.9011121988296509, 929.5971069335938, 363.2578430175781, 0.8857032656669617, 1124.4417724609375, 453.1861267089844, 0.8647096753120422, 824.6807861328125, 370.7518615722656, 0.932126522064209, 1101.959716796875, 490.6562194824219, 0.9034799933433533, 712.2704467773438, 370.7518615722656, 0.8932628631591797, 1019.525390625, 580.5845336914062, 0.8256121277809143, 944.585205078125, 580.5845336914062, 0.8135132789611816, 997.0433349609375, 767.9351196289062, 0.9310230612754822, 974.561279296875, 767.9351196289062, 0.9728739857673645, 952.0792236328125, 947.7916870117188, 0.8409171104431152, 1004.537353515625, 940.2976684570312, 0.8623732328414917]"
B-DUOlHKKVU_005_0035.jpg,6,B-DUOlHKKVU_005_0045.jpg,8,0.7567326426506042,722.9588945737945,3.0944604873657227,3.0400609970092773,"[1048.3887939453125, 310.2667541503906, 0.9215550422668457, 1055.7037353515625, 302.9517822265625, 0.9384791851043701, 1041.0738525390625, 295.6368103027344, 0.941890299320221, 1055.7037353515625, 317.58172607421875, 0.7993673086166382, 989.8690795898438, 295.6368103027344, 0.9292518496513367, 1033.7587890625, 412.6762390136719, 0.8731554746627808, 924.0343627929688, 383.4163818359375, 0.913579523563385, 1084.963623046875, 478.51092529296875, 0.8362067341804504, 806.9949340820312, 390.7313537597656, 0.9027925133705139, 1121.5384521484375, 522.4006958007812, 0.8766862750053406, 697.2705078125, 383.4163818359375, 0.9762877821922302, 1004.4989624023438, 610.1802978515625, 0.8065056204795837, 924.0343627929688, 602.8652954101562, 0.8132966160774231, 1019.12890625, 785.7394409179688, 0.8674836158752441, 916.7194213867188, 778.4244384765625, 0.9015766978263855, 938.664306640625, 939.3536987304688, 0.8258717656135559, 989.8690795898438, 932.0386962890625, 0.7678797841072083]","[1069.007568359375, 276.366943359375, 0.9095533490180969, 1076.3551025390625, 261.6719055175781, 0.9297804236412048, 1061.6600341796875, 254.32440185546875, 0.8990111947059631, 1076.3551025390625, 283.7144470214844, 0.8200328946113586, 1010.2275390625, 261.6719055175781, 0.8942365050315857, 1061.6600341796875, 379.23211669921875, 0.8794545531272888, 944.0999145507812, 357.1895751953125, 0.8883147239685059, 1142.482666015625, 430.6646728515625, 0.8753677010536194, 826.5397338867188, 371.88458251953125, 0.9192290306091309, 1091.0501708984375, 474.749755859375, 0.9175137281417847, 723.674560546875, 371.88458251953125, 0.9497535824775696, 1032.27001953125, 584.96240234375, 0.807318925857544, 951.4474487304688, 577.6149291992188, 0.7718748450279236, 1002.8800048828125, 761.302734375, 0.9163039922714233, 1002.8800048828125, 761.302734375, 0.9033840298652649, 966.1424560546875, 937.6430053710938, 0.8629940152168274, 1017.5750122070312, 937.6430053710938, 0.9239386916160583]"
B-DUOlHKKVU_005_0040.jpg,7,B-DUOlHKKVU_005_0050.jpg,9,0.8197001218795776,401.867165308081,3.080729961395264,3.0533947944641118,"[1064.489501953125, 280.8235778808594, 0.9334168434143066, 1071.9835205078125, 265.83551025390625, 0.9281203746795654, 1049.50146484375, 258.34149169921875, 0.9132516384124756, 1071.9835205078125, 288.3175964355469, 0.7253471612930298, 1004.537353515625, 265.83551025390625, 0.9569458961486816, 1049.50146484375, 385.7398986816406, 0.9011121988296509, 929.5971069335938, 363.2578430175781, 0.8857032656669617, 1124.4417724609375, 453.1861267089844, 0.8647096753120422, 824.6807861328125, 370.7518615722656, 0.932126522064209, 1101.959716796875, 490.6562194824219, 0.9034799933433533, 712.2704467773438, 370.7518615722656, 0.8932628631591797, 1019.525390625, 580.5845336914062, 0.8256121277809143, 944.585205078125, 580.5845336914062, 0.8135132789611816, 997.0433349609375, 767.9351196289062, 0.9310230612754822, 974.561279296875, 767.9351196289062, 0.9728739857673645, 952.0792236328125, 947.7916870117188, 0.8409171104431152, 1004.537353515625, 940.2976684570312, 0.8623732328414917]","[1075.9539794921875, 272.62420654296875, 0.931057870388031, 1089.879638671875, 258.69854736328125, 0.9243718385696411, 1068.9912109375, 251.7357177734375, 0.9246241450309753, 1082.9168701171875, 279.5870361328125, 0.7536720633506775, 1020.2513427734375, 258.69854736328125, 0.9635770916938782, 1068.9912109375, 370.10382080078125, 0.8460446000099182, 950.623046875, 356.17816162109375, 0.9025513529777527, 1159.5079345703125, 425.8064270019531, 0.8785829544067383, 839.2177734375, 370.10382080078125, 0.9266241788864136, 1082.9168701171875, 453.6577453613281, 0.9081903696060181, 727.8125, 370.10382080078125, 0.9174756407737732, 1041.139892578125, 572.02587890625, 0.8212371468544006, 964.5487060546875, 572.02587890625, 0.811495840549469, 1013.28857421875, 760.022216796875, 0.8703354597091675, 1006.32568359375, 760.022216796875, 0.9137806296348572, 978.474365234375, 941.0557861328125, 0.859731912612915, 1034.177001953125, 934.0929565429688, 0.9062726497650146]"
B-DUOlHKKVU_005_0045.jpg,8,B-DUOlHKKVU_005_0055.jpg,10,0.8593339323997498,347.443921412845,3.0400609970092773,3.032296657562256,"[1069.007568359375, 276.366943359375, 0.9095533490180969, 1076.3551025390625, 261.6719055175781, 0.9297804236412048, 1061.6600341796875, 254.32440185546875, 0.8990111947059631, 1076.3551025390625, 283.7144470214844, 0.8200328946113586, 1010.2275390625, 261.6719055175781, 0.8942365050315857, 1061.6600341796875, 379.23211669921875, 0.8794545531272888, 944.0999145507812, 357.1895751953125, 0.8883147239685059, 1142.482666015625, 430.6646728515625, 0.8753677010536194, 826.5397338867188, 371.88458251953125, 0.9192290306091309, 1091.0501708984375, 474.749755859375, 0.9175137281417847, 723.674560546875, 371.88458251953125, 0.9497535824775696, 1032.27001953125, 584.96240234375, 0.807318925857544, 951.4474487304688, 577.6149291992188, 0.7718748450279236, 1002.8800048828125, 761.302734375, 0.9163039922714233, 1002.8800048828125, 761.302734375, 0.9033840298652649, 966.1424560546875, 937.6430053710938, 0.8629940152168274, 1017.5750122070312, 937.6430053710938, 0.9239386916160583]","[1077.796875, 278.92138671875, 0.9259325861930847, 1093.07861328125, 271.280517578125, 0.9366801977157593, 1062.51513671875, 263.6396484375, 0.9190419912338257, 1085.437744140625, 294.2030944824219, 0.7963353991508484, 1024.310791015625, 271.280517578125, 0.9331459999084473, 1077.796875, 378.2525634765625, 0.8711141347885132, 955.5430297851562, 370.6116943359375, 0.9045519232749939, 1161.8463134765625, 439.37945556640625, 0.9200378060340881, 840.9301147460938, 378.2525634765625, 0.9219649434089661, 1093.07861328125, 454.6611633300781, 0.9245716333389282, 733.9580688476562, 385.8934326171875, 0.9294341206550598, 1054.874267578125, 592.1966552734375, 0.8400633335113525, 970.8247680664062, 592.1966552734375, 0.8008866310119629, 1054.874267578125, 775.5773315429688, 0.8970210552215576, 993.7473754882812, 775.5773315429688, 0.90057772397995, 993.7473754882812, 936.035400390625, 0.7477940320968628, 1039.592529296875, 928.39453125, 0.7701205611228943]"
